Date,Open,High,Low,Close,Volume,Market Cap,Created_At,Sum of retweet_count,Sum of favorite_count,Avg Retweet,Avg favorite_count,Google Trends,Num_upvotes,Avg_Up_Ratio,Post_Count,Comments_Count,Dependent Variable
6/10/2017,1.54,2.07,1.53,1.68,17295300,77129000,0,0,0,0,0,63,0,0,0,0,1
6/9/2017,1.36,1.59,1.33,1.55,9728020,67874000,0,0,0,0,0,59,0,0,0,0,1
6/8/2017,1.27,1.36,1.19,1.36,7118290,63677000,0,0,0,0,0,59,0,0,0,0,1
6/7/2017,1.34,1.36,1.27,1.28,2994510,66929500,0,0,0,0,0,61,0,0,0,0,0
6/6/2017,1.28,1.37,1.2,1.34,5234170,63757000,0,0,0,0,0,58,0,0,0,0,1
6/5/2017,1.27,1.35,1.25,1.28,3876920,63267500,0,0,0,0,0,90,48,0,1,4,1
6/4/2017,1.25,1.32,1.22,1.26,2572220,62425500,0,0,0,0,0,95,0,0,0,0,1
6/3/2017,1.36,1.36,1.15,1.26,4049740,68122000,0,0,0,0,0,91,0,0,0,0,0
6/2/2017,1.25,1.4,1.18,1.35,7157890,62290500,0,0,0,0,0,89,0,0,0,0,1
6/1/2017,1.03,1.3,1.01,1.24,8061920,51383000,0,0,0,0,0,88,0,0,0,0,1
5/31/2017,1.02,1.08,0.966531,1.03,3001020,51167000,0,0,0,0,0,89,0,0,0,0,1
5/30/2017,0.975403,1.13,0.970573,1.02,5393720,48770200,3,60,51,20,17,87,0,0,0,0,1
5/29/2017,0.921727,0.974728,0.873447,0.966765,2171000,46086400,0,0,0,0,0,89,0,0,0,0,1
5/28/2017,0.989557,1.07,0.814832,0.930106,5133830,49477900,2,12,22,6,11,92,0,0,0,0,0
5/27/2017,0.806824,1.03,0.598245,0.982348,7025920,40341200,0,0,0,0,0,90,0,0,0,0,1
5/26/2017,1.11,1.22,0.69411,0.826549,6847940,55293000,0,0,0,0,0,86,0,0,0,0,0
5/25/2017,1.74,1.74,1.01,1.11,12458000,87149500,0,0,0,0,0,89,0,0,0,0,0
5/24/2017,0.878954,1.9,0.863444,1.76,22900400,43947700,5,46,95,9.2,19,90,0,0,0,0,1
5/23/2017,0.721726,0.901805,0.695115,0.877157,3858760,36086300,0,0,0,0,0,88,0,0,0,0,1
5/22/2017,0.682007,0.742591,0.669175,0.720486,2331300,34100400,0,0,0,0,0,87,0,0,0,0,1
5/21/2017,0.665434,0.744667,0.618864,0.664141,2621930,33271700,0,0,0,0,0,92,0,0,0,0,0
5/20/2017,0.638148,0.671513,0.612225,0.665485,1476170,31907400,0,0,0,0,0,95,0,0,0,0,1
5/19/2017,0.539752,0.682251,0.539752,0.63186,1884600,26987600,4,37,36,9.25,9,90,0,0,0,0,1
5/18/2017,0.533423,0.552265,0.514519,0.539481,1201540,26671200,1,6,10,6,10,90,0,0,0,0,1
5/17/2017,0.464285,0.531643,0.454101,0.531643,1328670,23214200,2,26,17,13,8.5,88,0,0,0,0,1
5/16/2017,0.474567,0.474567,0.452551,0.463667,637204,23728400,4,40,20,10,5,92,0,0,0,0,0
5/15/2017,0.477364,0.4933,0.45415,0.470057,897219,23868200,0,0,0,0,0,92,0,0,0,0,0
5/14/2017,0.483372,0.490861,0.473253,0.477543,501693,24168600,5,28,11,5.6,2.2,95,0,0,0,0,0
5/13/2017,0.487873,0.491284,0.451528,0.484544,616908,24393600,0,0,0,0,0,93,0,0,0,0,0
5/12/2017,0.480874,0.508175,0.469682,0.487684,548028,24043700,0,0,0,0,0,93,0,0,0,0,1
5/11/2017,0.504314,0.520573,0.431391,0.481077,953152,25215700,1,14,24,14,24,92,0,0,0,0,0
5/10/2017,0.44926,0.541055,0.44926,0.503894,843243,22463000,0,0,0,0,0,90,0,0,0,0,1
5/9/2017,0.496131,0.501255,0.407576,0.44937,1076450,24806600,7,61,45,8.714285714,6.428571429,90,0,0,0,0,0
5/8/2017,0.5303,0.542761,0.486931,0.496572,1025750,26515000,0,0,0,0,0,95,0,0,0,0,0
5/7/2017,0.585263,0.591143,0.516306,0.535792,1249060,29263200,0,0,0,0,0,97,0,0,0,0,0
5/6/2017,0.572854,0.59035,0.537649,0.58767,1341720,28642700,0,0,0,0,0,100,0,0,0,0,1
5/5/2017,0.493833,0.576426,0.470129,0.576426,2660100,24691600,0,0,0,0,0,99,0,0,0,0,1
5/4/2017,0.345096,0.500403,0.334537,0.500309,2317450,17254800,5,237,39,47.4,7.8,96,0,0,0,0,1
5/3/2017,0.314746,0.348589,0.309078,0.343782,758237,15737300,4,25,2,6.25,0.5,93,0,0,0,0,1
5/2/2017,0.319147,0.326074,0.280153,0.314833,588824,15957400,0,0,0,0,0,92,0,0,0,0,0
5/1/2017,0.361689,0.361689,0.269563,0.318838,1142050,18084400,0,0,0,0,0,96,0,0,0,0,0
4/30/2017,0.271731,0.362409,0.268994,0.360099,1631520,13586500,0,0,0,0,0,100,0,0,0,0,1
4/29/2017,0.229612,0.29057,0.221128,0.271729,960013,11480600,3,431,7,143.6666667,2.333333333,99,0,0,0,0,1
4/28/2017,0.202194,0.229271,0.20142,0.229255,473689,10109700,2,7,9,3.5,4.5,97,0,0,0,0,1
4/27/2017,0.184394,0.20851,0.181833,0.202092,327972,9219700,0,0,0,0,0,95,0,0,0,0,1
4/26/2017,0.183475,0.188085,0.179909,0.184577,185400,9173750,4,61,48,15.25,12,91,0,0,0,0,1
4/25/2017,0.173606,0.184094,0.166802,0.183504,241805,8680300,0,0,0,0,0,87,0,0,0,0,1
4/24/2017,0.177077,0.177153,0.163354,0.173758,262706,8853850,0,0,0,0,0,86,0,0,0,0,0
4/23/2017,0.180684,0.185985,0.169937,0.17496,175678,9034200,0,0,0,0,0,88,0,0,0,0,0
4/22/2017,0.178943,0.188524,0.173304,0.183058,288119,8947150,0,0,0,0,0,92,0,0,0,0,1
4/21/2017,0.184685,0.185694,0.174442,0.178122,263127,9234250,0,0,0,0,0,89,0,0,0,0,0
4/20/2017,0.189534,0.191015,0.178645,0.184725,222525,9476700,0,0,0,0,0,88,0,0,0,0,0
4/19/2017,0.180622,0.190709,0.178089,0.189408,297302,9031100,2,43,0,21.5,0,86,0,0,0,0,1
4/18/2017,0.19191,0.192224,0.176355,0.180479,348694,9595500,0,0,0,0,0,91,0,0,0,0,0
4/17/2017,0.191583,0.192535,0.179468,0.191489,331308,9579150,0,0,0,0,0,88,0,0,0,0,0
4/16/2017,0.193672,0.19565,0.188923,0.192076,167886,9683600,0,0,0,0,0,89,0,0,0,0,0
4/15/2017,0.192991,0.194574,0.190452,0.192164,76566,9649550,0,0,0,0,0,92,0,0,0,0,0
