Date,Open,High,Low,Close,Volume,Market Cap,Created_At,Sum of retweet_count,Sum of favorite_count,Avg Retweet,Avg favorite_count,Google Trends,Num_upvotes,Avg_Up_Ratio,Post_Count,Comments_Count,Dependent Variable
4/14/2017,0.19154,0.19396,0.190495,0.192958,103138,9577000,0,0,0,0,0,94,0,0,0,0,1
4/13/2017,0.193966,0.196013,0.190089,0.191686,147722,9698300,0,0,0,0,0,92,0,0,0,0,0
4/12/2017,0.198357,0.200199,0.191723,0.195553,192252,9917850,4,54,17,13.5,4.25,87,0,0,0,0,0
4/11/2017,0.209023,0.211772,0.189697,0.197826,257457,10451200,4,17,19,4.25,4.75,88,0,0,0,0,0
4/10/2017,0.188842,0.220733,0.186149,0.207874,208420,9442100,0,0,0,0,0,90,71,0.965,2,22,1
4/9/2017,0.189679,0.191026,0.186312,0.188861,97362,9483950,0,0,0,0,0,96,326,0.93,6,46,0
4/8/2017,0.189456,0.193674,0.188398,0.190221,54654,9472800,0,0,0,0,0,95,0,0,0,0,1
4/7/2017,0.187871,0.192661,0.184796,0.188531,81618,9393550,0,0,0,0,0,94,0,0,0,0,1
4/6/2017,0.184767,0.190455,0.184234,0.18643,82505,9238350,2,17,22,8.5,11,94,37,0.93,1,18,1
4/5/2017,0.185082,0.192548,0.182758,0.184719,102043,9254100,0,0,0,0,0,86,0,0,0,0,0
4/4/2017,0.199874,0.202591,0.181038,0.185002,148096,9993700,0,0,0,0,0,90,31,0,1,7,0
4/3/2017,0.205808,0.205959,0.196132,0.199703,104805,10290400,0,0,0,0,0,89,0,0,0,0,0
4/2/2017,0.203584,0.206776,0.200261,0.20548,102369,10179200,0,0,0,0,0,93,0,0,0,0,1
4/1/2017,0.203606,0.206153,0.19444,0.205017,109993,10180300,0,0,0,0,0,94,32,0.94,1,0,1
3/31/2017,0.210236,0.213953,0.196505,0.203541,291529,10511800,0,0,0,0,0,93,0,0,0,0,0
3/30/2017,0.212468,0.22193,0.206085,0.210556,504940,10623400,0,0,0,0,0,90,0,0,0,0,0
3/29/2017,0.22065,0.225506,0.205719,0.212428,335567,11032500,0,0,0,0,0,87,0,0,0,0,0
3/28/2017,0.186277,0.235749,0.180596,0.220632,821674,9313850,0,0,0,0,0,89,0,0,0,0,1
3/27/2017,0.161165,0.191642,0.160717,0.186426,201563,8058250,0,0,0,0,0,88,330,0.97,2,180,1
3/26/2017,0.167267,0.175043,0.158772,0.160384,37656,8363350,0,0,0,0,0,93,32,0.87,1,3,0
3/25/2017,0.166941,0.167388,0.157475,0.167305,47641,8347050,0,0,0,0,0,96,0,0,0,0,1
3/24/2017,0.166412,0.178022,0.159289,0.166465,52184,8320600,0,0,0,0,0,91,0,0,0,0,1
3/23/2017,0.173183,0.176421,0.156976,0.166412,38169,8659150,0,0,0,0,0,94,0,0,0,0,0
3/22/2017,0.164951,0.179551,0.159475,0.173143,157814,8247550,0,0,0,0,0,89,0,0,0,0,1
3/21/2017,0.153972,0.167727,0.150715,0.164934,234287,7698600,0,0,0,0,0,90,0,0,0,0,1
3/20/2017,0.157444,0.162542,0.149597,0.153898,68539,7872200,0,0,0,0,0,91,0,0,0,0,0
3/19/2017,0.159019,0.163016,0.149322,0.15756,68673,7950950,0,0,0,0,0,97,0,0,0,0,0
3/18/2017,0.140006,0.172281,0.140006,0.158987,188985,7000300,0,0,0,0,0,99,0,0,0,0,1
3/17/2017,0.131324,0.166127,0.122856,0.139902,63413,6566200,0,0,0,0,0,93,0,0,0,0,1
3/16/2017,0.128773,0.136685,0.125514,0.131867,20678,6438650,0,0,0,0,0,94,0,0,0,0,1
3/15/2017,0.133699,0.140774,0.128158,0.128653,16169,6684950,0,0,0,0,0,89,0,0,0,0,0
3/14/2017,0.136986,0.137204,0.127028,0.133681,23746,6849300,0,0,0,0,0,89,0,0,0,0,0
3/13/2017,0.140799,0.140823,0.127288,0.136979,23196,7039950,0,0,0,0,0,91,0,0,0,0,0
3/12/2017,0.142217,0.14357,0.131473,0.140575,36588,7110850,0,0,0,0,0,96,0,0,0,0,0
3/11/2017,0.131403,0.142793,0.129965,0.142142,32281,6570150,0,0,0,0,0,99,0,0,0,0,1
3/10/2017,0.132107,0.141972,0.120088,0.131476,34319,6605350,0,0,0,0,0,95,0,0,0,0,0
3/9/2017,0.116266,0.140766,0.114151,0.132026,21035,5813300,0,0,0,0,0,95,0,0,0,0,1
3/8/2017,0.122602,0.128715,0.116242,0.116242,5536,6130100,0,0,0,0,0,89,0,0,0,0,0
3/7/2017,0.123459,0.123531,0.116952,0.122573,8291,6172950,0,0,0,0,0,90,0,0,0,0,0
3/6/2017,0.121782,0.124417,0.118414,0.12345,10659,6089100,0,0,0,0,0,94,0,0,0,0,1
3/5/2017,0.119821,0.12368,0.116513,0.121757,4192,5991050,0,0,0,0,0,100,0,0,0,0,1
3/4/2017,0.122602,0.125583,0.117666,0.119901,6235,6130100,0,0,0,0,0,97,0,0,0,0,0
3/3/2017,0.119272,0.124929,0.118119,0.122444,9499,5963600,0,0,0,0,0,98,0,0,0,0,1
3/2/2017,0.135408,0.135475,0.115596,0.119301,8963,6770400,0,0,0,0,0,98,0,0,0,0,0
3/1/2017,0.117455,0.135197,0.113717,0.135197,12914,5872750,0,0,0,0,0,93,0,0,0,0,1
2/28/2017,0.115442,0.118271,0.113307,0.117443,19659,5772100,0,0,0,0,0,95,0,0,0,0,1
2/27/2017,0.115234,0.118632,0.10963,0.115376,8960,5761700,0,0,0,0,0,95,0,0,0,0,1
2/26/2017,0.114553,0.115582,0.104331,0.114986,8433,5727650,0,0,0,0,0,90,0,0,0,0,1
2/25/2017,0.120864,0.12166,0.110955,0.114526,9339,6043200,0,0,0,0,0,92,0,0,0,0,0
2/24/2017,0.119243,0.136124,0.086475,0.121185,17386,5962150,0,0,0,0,0,86,0,0,0,0,1
2/23/2017,0.121958,0.122226,0.114699,0.118724,6304,6097900,0,0,0,0,0,82,0,0,0,0,0
2/22/2017,0.124515,0.124515,0.115683,0.121959,6903,6225750,0,0,0,0,0,82,0,0,0,0,1
2/21/2017,0.1214,0.127322,0.114101,0.121561,14370,6070000,0,0,0,0,0,84,0,0,0,0,1
2/20/2017,0.123001,0.127204,0.116679,0.121475,10971,6150050,0,0,0,0,0,87,0,0,0,0,0
2/19/2017,0.124522,0.124827,0.117671,0.122905,4321,6226100,0,0,0,0,0,90,0,0,0,0,0
2/18/2017,0.122901,0.130873,0.119005,0.124431,13458,6145050,0,0,0,0,0,90,0,0,0,0,1
2/17/2017,0.125972,0.130485,0.115022,0.122661,28259,6298600,0,0,0,0,0,84,0,0,0,0,0
2/16/2017,0.112739,0.126088,0.112574,0.126088,10795,5636950,0,0,0,0,0,85,0,0,0,0,1
2/15/2017,0.116744,0.120698,0.111437,0.112729,5690,5837200,1,23,17,23,17,83,0,0,0,0,0
2/14/2017,0.118339,0.121985,0.114384,0.116603,6788,5916950,0,0,0,0,0,79,0,0,0,0,0
2/13/2017,0.12153,0.13772,0.118105,0.118286,6977,6076500,0,0,0,0,0,83,0,0,0,0,0
2/12/2017,0.125493,0.137479,0.117401,0.121566,3330,6274650,0,0,0,0,0,90,0,0,0,0,0
2/11/2017,0.125788,0.127159,0.122483,0.125607,743,6289400,0,0,0,0,0,91,0,0,0,0,0
2/10/2017,0.12754,0.13171,0.117976,0.125761,2605,6377000,0,0,0,0,0,88,0,0,0,0,0
2/9/2017,0.129684,0.132791,0.118249,0.127476,10870,6484200,0,0,0,0,0,88,0,0,0,0,0
2/8/2017,0.133244,0.134031,0.121542,0.129568,8268,6662200,0,0,0,0,0,87,0,0,0,0,0
2/7/2017,0.126972,0.136817,0.126972,0.133135,5302,6348600,0,0,0,0,0,86,0,0,0,0,1
2/6/2017,0.131717,0.138723,0.125146,0.126788,10498,6585850,1,23,26,23,26,85,0,0,0,0,0
2/5/2017,0.135944,0.143104,0.128306,0.131582,2685,6797200,0,0,0,0,0,92,0,0,0,0,0
2/4/2017,0.134385,0.147454,0.13296,0.135867,10217,6719250,0,0,0,0,0,96,0,0,0,0,1
2/3/2017,0.14565,0.14565,0.132985,0.134264,9702,7282500,0,0,0,0,0,93,0,0,0,0,0
2/2/2017,0.147206,0.147974,0.134287,0.145699,2973,7360300,0,0,0,0,0,94,0,0,0,0,0
2/1/2017,0.147034,0.150287,0.140878,0.147218,4496,7351700,0,0,0,0,0,86,0,0,0,0,1
1/31/2017,0.153713,0.153791,0.144326,0.147016,17416,7685650,0,0,0,0,0,87,0,0,0,0,0
1/30/2017,0.141147,0.15376,0.140489,0.15376,9285,7057350,0,0,0,0,0,85,0,0,0,0,1
1/29/2017,0.138097,0.14186,0.132053,0.141204,11695,6904850,0,0,0,0,0,92,0,0,0,0,1
1/28/2017,0.130334,0.137387,0.125774,0.134674,7066,6516700,0,0,0,0,0,95,0,0,0,0,1
1/27/2017,0.129894,0.135296,0.128775,0.130343,9238,6494700,0,0,0,0,0,90,0,0,0,0,0
1/26/2017,0.124319,0.135711,0.120759,0.133612,7694,6215950,1,11,8,11,8,89,0,0,0,0,1
1/25/2017,0.120212,0.129256,0.115434,0.124216,6427,6010600,0,0,0,0,0,89,0,0,0,0,1
1/24/2017,0.128569,0.128569,0.113295,0.120213,7139,6428450,0,0,0,0,0,88,0,0,0,0,0
1/23/2017,0.114416,0.130461,0.111428,0.129948,7175,5720800,0,0,0,0,0,90,0,0,0,0,1
1/22/2017,0.116306,0.119379,0.109804,0.114313,6468,5815300,0,0,0,0,0,98,0,0,0,0,0
1/21/2017,0.117955,0.127853,0.114241,0.116309,15335,5897750,0,0,0,0,0,96,0,0,0,0,0
1/20/2017,0.116596,0.124276,0.111754,0.117809,16255,5829800,3,58,54,19.33333333,18,85,0,0,0,0,1
1/19/2017,0.123035,0.123948,0.116102,0.116619,14984,6151750,0,0,0,0,0,84,0,0,0,0,0
1/18/2017,0.116816,0.123035,0.115687,0.123035,7457,5840800,0,0,0,0,0,85,0,0,0,0,1
1/17/2017,0.119675,0.122525,0.114662,0.116638,7960,5983750,0,0,0,0,0,86,0,0,0,0,0
1/16/2017,0.12373,0.123958,0.118628,0.119649,5112,6186500,0,0,0,0,0,87,0,0,0,0,0
1/15/2017,0.122904,0.132022,0.117124,0.123732,6954,6145200,0,0,0,0,0,92,0,0,0,0,1
1/14/2017,0.121337,0.12394,0.116299,0.122939,9262,6066850,0,0,0,0,0,91,0,0,0,0,1
1/13/2017,0.124106,0.124342,0.113803,0.121321,50365,6205300,0,0,0,0,0,90,0,0,0,0,0
1/12/2017,0.115137,0.124128,0.109263,0.124122,59945,5756850,1,3,8,3,8,85,0,0,0,0,1
1/11/2017,0.13397,0.13495,0.112802,0.115138,120522,6698500,0,0,0,0,0,84,0,0,0,0,0
1/10/2017,0.123761,0.13955,0.123113,0.133864,126915,6188050,2,38,24,19,12,87,0,0,0,0,1
1/9/2017,0.13263,0.13367,0.117667,0.123767,90000,6631500,0,0,0,0,0,85,0,0,0,0,0
1/8/2017,0.128325,0.134773,0.127755,0.132609,69033,6416250,0,0,0,0,0,90,0,0,0,0,1
1/7/2017,0.135505,0.135759,0.125106,0.131104,53818,6775250,0,0,0,0,0,96,0,0,0,0,0
1/6/2017,0.131087,0.139018,0.131087,0.135472,54666,6554350,0,0,0,0,0,90,0,0,0,0,1
1/5/2017,0.136797,0.143977,0.126582,0.13107,206224,6839850,0,0,0,0,0,92,0,0,0,0,0
1/4/2017,0.140294,0.142834,0.134433,0.136734,94045,7014700,0,0,0,0,0,93,0,0,0,0,0
1/3/2017,0.145645,0.147282,0.139653,0.140422,90544,7282250,0,0,0,0,0,93,0,0,0,0,0
1/2/2017,0.141841,0.147746,0.141841,0.145642,75921,7092050,0,0,0,0,0,92,0,0,0,0,1
1/1/2017,0.144763,0.147274,0.139742,0.141841,63512,7238150,1,14,19,14,19,89,0,0,0,0,0
12/31/2016,0.147526,0.148837,0.142705,0.144763,61000,7376300,0,0,0,0,0,84,0,0,0,0,0
12/30/2016,0.143599,0.14807,0.136893,0.147527,69464,7179950,0,0,0,0,0,91,0,0,0,0,1
12/29/2016,0.150688,0.151915,0.140106,0.14095,100992,7534400,1,15,14,15,14,92,0,0,0,0,0
12/28/2016,0.158032,0.162041,0.14599,0.150689,118030,7901600,2,33,33,16.5,16.5,96,0,0,0,0,0
12/27/2016,0.1666,0.177395,0.153932,0.158032,265268,8330000,0,0,0,0,0,95,0,0,0,0,0
12/26/2016,0.146785,0.182563,0.141148,0.166597,579250,7339250,0,0,0,0,0,97,0,0,0,0,1
12/25/2016,0.144213,0.153788,0.141296,0.146788,239670,7210650,0,0,0,0,0,97,0,0,0,0,0
12/24/2016,0.139545,0.151804,0.136822,0.146916,132934,6977250,0,0,0,0,0,91,0,0,0,0,1
12/23/2016,0.155059,0.157925,0.131227,0.137593,187645,7752950,0,0,0,0,0,91,0,0,0,0,0
12/22/2016,0.166441,0.184986,0.147481,0.155065,544880,8322050,0,0,0,0,0,90,0,0,0,0,0
12/21/2016,0.120868,0.168983,0.118599,0.167117,635204,6043400,0,0,0,0,0,88,0,0,0,0,1
12/20/2016,0.121536,0.124127,0.115108,0.120868,73913,6076800,0,0,0,0,0,92,0,0,0,0,0
12/19/2016,0.11526,0.121812,0.106848,0.121387,55326,5763000,1,18,14,18,14,91,0,0,0,0,1
12/18/2016,0.105842,0.117273,0.101063,0.11526,37746,5292100,0,0,0,0,0,97,0,0,0,0,1
12/17/2016,0.114445,0.115568,0.10174,0.105842,62650,5722250,0,0,0,0,0,100,0,0,0,0,0
12/16/2016,0.109869,0.118707,0.109327,0.114432,49515,5493450,0,0,0,0,0,95,0,0,0,0,1
12/15/2016,0.121012,0.123902,0.109819,0.109837,38086,6050600,0,0,0,0,0,94,0,0,0,0,0
12/14/2016,0.12793,0.12793,0.120364,0.121008,50948,6396500,0,0,0,0,0,90,0,0,0,0,0
12/13/2016,0.133035,0.136888,0.125618,0.127959,30845,6651750,0,0,0,0,0,92,0,0,0,0,0
12/12/2016,0.122082,0.140238,0.122082,0.129977,57019,6104100,1,27,21,27,21,93,0,0,0,0,1
12/11/2016,0.125352,0.128221,0.12073,0.122134,41967,6267600,0,0,0,0,0,98,0,0,0,0,0
12/10/2016,0.130952,0.132206,0.12477,0.125328,37027,6547600,1,25,25,25,25,93,0,0,0,0,0
12/9/2016,0.134409,0.136923,0.129699,0.13007,54783,6720450,2,30,20,15,10,93,0,0,0,0,0
12/8/2016,0.137448,0.138971,0.134429,0.134429,31065,6872400,0,0,0,0,0,91,0,0,0,0,0
12/7/2016,0.136196,0.142794,0.134726,0.13745,51152,6809800,0,0,0,0,0,89,0,0,0,0,1
12/6/2016,0.13896,0.14181,0.135703,0.136097,54376,6948000,0,0,0,0,0,90,0,0,0,0,0
12/5/2016,0.14727,0.14727,0.138194,0.141459,71656,7363500,0,0,0,0,0,91,0,0,0,0,0
12/4/2016,0.142444,0.157052,0.142444,0.14717,109462,7122200,0,0,0,0,0,96,0,0,0,0,1
12/3/2016,0.141987,0.144054,0.136455,0.142444,121437,7099350,0,0,0,0,0,96,0,0,0,0,1
12/2/2016,0.140119,0.145737,0.138452,0.141991,69742,7005950,0,0,0,0,0,96,0,0,0,0,1
12/1/2016,0.144522,0.144846,0.138559,0.140114,62769,7226100,0,0,0,0,0,85,0,0,0,0,0
11/30/2016,0.149963,0.150848,0.140499,0.144636,63418,7498150,0,0,0,0,0,79,0,0,0,0,0
11/29/2016,0.167861,0.167909,0.141612,0.149953,121979,8393050,1,22,15,22,15,79,0,0,0,0,0
11/28/2016,0.173073,0.175046,0.166608,0.167994,92873,8653650,0,0,0,0,0,84,0,0,0,0,0
11/27/2016,0.174134,0.179557,0.173007,0.17305,34618,8706700,0,0,0,0,0,92,0,0,0,0,0
11/26/2016,0.174608,0.185637,0.173892,0.174141,53456,8730400,0,0,0,0,0,89,0,0,0,0,0
11/25/2016,0.171903,0.191663,0.171885,0.174514,148809,8595150,0,0,0,0,0,91,0,0,0,0,1
11/24/2016,0.167006,0.186579,0.165703,0.171955,252878,8350300,1,14,15,14,15,85,0,0,0,0,1
11/23/2016,0.168883,0.172495,0.16694,0.167085,18866,8444150,0,0,0,0,0,86,0,0,0,0,0
11/22/2016,0.173474,0.17422,0.167397,0.168892,30457,8673700,0,0,0,0,0,85,0,0,0,0,0
11/21/2016,0.171,0.174966,0.169408,0.173476,13977,8550000,1,22,15,22,15,81,0,0,0,0,1
11/20/2016,0.169929,0.171309,0.161549,0.170999,6888,8496450,0,0,0,0,0,86,0,0,0,0,1
11/19/2016,0.172135,0.17649,0.168427,0.169928,20977,8606750,0,0,0,0,0,86,0,0,0,0,0
11/18/2016,0.173267,0.196769,0.16942,0.172177,170258,8663350,1,34,33,34,33,86,0,0,0,0,0
11/17/2016,0.162654,0.177109,0.16256,0.17328,115600,8132700,1,30,38,30,38,80,0,0,0,0,1
11/16/2016,0.173875,0.177754,0.153992,0.162529,52767,8693750,0,0,0,0,0,82,0,0,0,0,0
11/15/2016,0.183863,0.183864,0.172835,0.173875,58217,9193150,1,28,20,28,20,81,0,0,0,0,0
11/14/2016,0.170347,0.196291,0.168508,0.183786,161342,8517350,0,0,0,0,0,82,0,0,0,0,1
11/13/2016,0.168699,0.172853,0.163703,0.169917,47661,8434950,0,0,0,0,0,88,0,0,0,0,1
11/12/2016,0.172603,0.179612,0.166288,0.168695,38920,8630150,0,0,0,0,0,87,0,0,0,0,0
11/11/2016,0.168293,0.181036,0.165815,0.176226,92296,8414650,0,0,0,0,0,85,0,0,0,0,1
11/10/2016,0.159342,0.179854,0.154536,0.168272,226859,7967100,6,749,65,124.8333333,10.83333333,94,0,0,0,0,1
11/9/2016,0.161599,0.166946,0.156541,0.159859,51101,8079950,0,0,0,0,0,100,0,0,0,0,0
11/8/2016,0.173073,0.173376,0.160523,0.161594,64487,8653650,0,0,0,0,0,80,0,0,0,0,0
11/7/2016,0.163957,0.174019,0.143322,0.173087,264007,8197850,0,0,0,0,0,80,0,0,0,0,1
11/6/2016,0.1608,0.16817,0.15675,0.164002,52679,8040000,0,0,0,0,0,85,0,0,0,0,1
11/5/2016,0.175934,0.181375,0.156657,0.160797,165265,8796700,0,0,0,0,0,90,0,0,0,0,0
11/4/2016,0.173574,0.183584,0.168351,0.175917,123337,8678700,0,0,0,0,0,84,0,0,0,0,1
11/3/2016,0.197962,0.19817,0.155788,0.173534,265799,9898100,0,0,0,0,0,86,0,0,0,0,0
11/2/2016,0.214646,0.219169,0.191732,0.197941,242163,10732300,0,0,0,0,0,82,0,0,0,0,0
11/1/2016,0.228232,0.239149,0.204285,0.211322,411699,11411600,0,0,0,0,0,85,0,0,0,0,0
10/31/2016,0.18161,0.229291,0.177568,0.228251,917488,9080500,1,41,34,41,34,84,0,0,0,0,1
10/30/2016,0.172946,0.18382,0.170264,0.181026,377793,8647300,0,0,0,0,0,86,0,0,0,0,1
10/29/2016,0.151237,0.176248,0.151237,0.170166,714101,7561850,0,0,0,0,0,90,0,0,0,0,1
10/28/2016,0.127447,0.159842,0.12378,0.151552,545958,6372350,1,30,28,30,28,87,0,0,0,0,1
10/27/2016,0.129608,0.140409,0.124055,0.127426,169528,6480400,0,0,0,0,0,86,0,0,0,0,0
10/26/2016,0.1357,0.16963,0.121312,0.129615,494772,6785000,0,0,0,0,0,83,0,0,0,0,0
10/25/2016,0.093621,0.322439,0.092699,0.135712,365986,-,2,50,25,25,12.5,83,0,0,0,0,1
10/24/2016,0.081,0.100103,0.076476,0.093762,522611,-,0,0,0,0,0,83,0,0,0,0,1
10/23/2016,0.081487,0.085211,0.076681,0.082726,107073,-,0,0,0,0,0,87,0,0,0,0,1
10/22/2016,0.080197,0.096001,0.080013,0.081484,293121,-,0,0,0,0,0,89,0,0,0,0,1
10/21/2016,0.092487,0.093918,0.072287,0.080181,269793,-,0,0,0,0,0,85,0,0,0,0,0
10/20/2016,0.117083,0.117172,0.085342,0.092682,286750,-,0,0,0,0,0,86,0,0,0,0,0
10/19/2016,0.197446,0.205554,0.111325,0.117084,228476,-,1,66,67,66,67,84,0,0,0,0,0
10/18/2016,0.192736,0.289527,0.179325,0.19744,406917,-,0,0,0,0,0,84,0,0,0,0,1
10/17/2016,0.175871,0.192747,0.175284,0.192747,12989,-,2,139,128,69.5,64,84,0,0,0,0,1
10/16/2016,0.179883,0.19069,0.175885,0.175901,16019,-,0,0,0,0,0,91,0,0,0,0,0
10/15/2016,0.191007,0.191007,0.179885,0.179885,596,-,0,0,0,0,0,88,0,0,0,0,0
10/14/2016,0.1854,0.19109,0.176211,0.191014,2335,-,0,0,0,0,0,88,0,0,0,0,1
10/13/2016,0.186072,0.186072,0.175498,0.185407,1318,-,0,0,0,0,0,91,0,0,0,0,0
10/12/2016,0.193611,0.193611,0.175684,0.186052,12201,-,0,0,0,0,0,86,0,0,0,0,0
10/11/2016,0.193114,0.195352,0.181615,0.193575,5949,-,2,89,101,44.5,50.5,88,0,0,0,0,1
10/10/2016,0.186466,0.202517,0.180081,0.193108,11204,-,1,90,81,90,81,88,0,0,0,0,1
10/9/2016,0.205045,0.205045,0.178857,0.186541,30052,-,0,0,0,0,0,94,0,0,0,0,0
10/8/2016,0.202812,0.223037,0.185864,0.205229,31830,-,0,0,0,0,0,94,0,0,0,0,1
10/7/2016,0.179898,0.20284,0.179898,0.20284,5785,-,0,0,0,0,0,86,0,0,0,0,1
10/6/2016,0.289361,0.291334,0.180059,0.180059,2612,-,0,0,0,0,0,89,0,0,0,0,0
10/5/2016,0.185765,0.289548,0.179917,0.289392,1864,-,0,0,0,0,0,86,0,0,0,0,1
10/4/2016,0.178659,0.185843,0.178659,0.185843,506,-,0,0,0,0,0,83,0,0,0,0,1
10/3/2016,0.177613,0.192425,0.177613,0.178713,913,-,0,0,0,0,0,85,0,0,0,0,1
10/2/2016,0.202302,0.202303,0.177092,0.177279,4178,-,0,0,0,0,0,92,0,0,0,0,0
10/1/2016,0.184979,0.216455,0.184979,0.202293,2748,-,0,0,0,0,0,91,0,0,0,0,1
9/30/2016,0.191685,0.194601,0.180176,0.184939,2032,-,0,0,0,0,0,88,0,0,0,0,0
9/29/2016,0.194845,0.208155,0.175516,0.191738,11050,-,1,53,39,53,39,87,0,0,0,0,0
9/28/2016,0.197915,0.21275,0.184495,0.194798,6354,-,0,0,0,0,0,84,0,0,0,0,0
9/27/2016,0.202473,0.202473,0.179976,0.197913,19806,-,0,0,0,0,0,83,0,0,0,0,0
9/26/2016,0.199118,0.224506,0.193879,0.202491,9657,-,0,0,0,0,0,84,0,0,0,0,1
9/25/2016,0.213843,0.224547,0.192797,0.198994,3075,-,0,0,0,0,0,89,0,0,0,0,0
9/24/2016,0.243321,0.25485,0.213843,0.213843,21740,-,0,0,0,0,0,89,0,0,0,0,0
9/23/2016,0.252745,0.277371,0.241462,0.243237,16845,-,1,111,95,111,95,88,0,0,0,0,0
9/22/2016,0.303806,0.308768,0.252592,0.252723,54002,-,0,0,0,0,0,88,0,0,0,0,0
9/21/2016,0.312539,0.318675,0.303564,0.303794,156,-,1,102,54,102,54,85,0,0,0,0,0
9/20/2016,0.331291,0.336507,0.309502,0.312621,1171,-,0,0,0,0,0,82,0,0,0,0,0
9/19/2016,0.384877,0.384881,0.331207,0.331296,1448,-,0,0,0,0,0,86,0,0,0,0,0
9/18/2016,0.426591,0.427137,0.384916,0.384916,105159,-,0,0,0,0,0,91,0,0,0,0,0
9/17/2016,0.388924,0.427314,0.388896,0.426568,21060,-,0,0,0,0,0,93,0,0,0,0,1
9/16/2016,0.349726,0.389464,0.348948,0.388858,15105,-,0,0,0,0,0,88,0,0,0,0,1
9/15/2016,0.325188,0.365124,0.325024,0.349832,1982,-,0,0,0,0,0,87,0,0,0,0,1
9/14/2016,0.309516,0.337779,0.306223,0.325127,4129,-,1,102,97,102,97,82,0,0,0,0,1
9/13/2016,0.374469,0.375092,0.301766,0.309509,3337,-,2,232,191,116,95.5,84,0,0,0,0,0
9/12/2016,0.376312,0.376671,0.360443,0.374598,1116,-,0,0,0,0,0,87,0,0,0,0,0
9/11/2016,0.390948,0.398459,0.37279,0.37615,879,-,0,0,0,0,0,97,0,0,0,0,0
9/10/2016,0.558536,0.559143,0.37096,0.391001,811,-,0,0,0,0,0,95,0,0,0,0,0
9/9/2016,0.181483,0.558951,0.181357,0.558478,1349,-,2,132,110,66,55,95,0,0,0,0,1
